WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
598,1,TL,,"Kelly et al., 1999
 Mejdahl and Funder, 1994",KE99-010,KE99-010-001,R-861004,"Nordic Luminescence Laboratory, Aurlius University, Denmark",Feldspar,Coarse grains (sand),,Yes,,,,76.597000,-69.736000,Yes,Mean Sea Level / General definition,Cross-section from publication,11.5,8.5,11.5,8.8,"The elevation is taken from a cross section in the paper. Details on the elevation measurement were not given, so we use an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,,119.00,,,,Bleached using a fluorescent lamp,,automated TL-reader developed by Botter-Jensen ( 1988).,,IR radiation or green light,320'C to 380°C,N/A,N/A,undefined,,,,,N/A,Gamma and cosmic dose was combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The age was corrected for the effects of shallow traps.

Uncorrected TL age: 89±10 ka",Evan Gowan,Evan Gowan,2021-09-23 08:13:21
599,1,TL,,"Kelly et al., 1999
 Mejdahl and Funder, 1994",KE99-011,KE99-011-001,R-861005,"Nordic Luminescence Laboratory, Aurlius University, Denmark",Feldspar,Coarse grains (sand),,Yes,,,,76.597000,-69.736000,Yes,Mean Sea Level / General definition,Cross-section from publication,11.5,8.5,11.5,8.8,"The elevation is taken from a cross section in the paper. Details on the elevation measurement were not given, so we use an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,,153.00,,,,Bleached using a fluorescent lamp,,automated TL-reader developed by Botter-Jensen ( 1988).,,IR radiation or green light,320\'C to 380°C,N/A,N/A,undefined,,,,,N/A,Gamma and cosmic dose was combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The age was corrected for the effects of shallow traps.\r\n\r\nUncorrected TL age: 113±10 ka,Evan Gowan,Evan Gowan,2021-09-23 08:16:01
600,1,TL,,"Kelly et al., 1999
 Mejdahl and Funder, 1994",KE99-012,KE99-012-001,R-861008,"Nordic Luminescence Laboratory, Aurlius University, Denmark",Feldspar,Coarse grains (sand),,Yes,,,,76.597000,-69.736000,Yes,Mean Sea Level / General definition,Cross-section from publication,8.5,3.5,8.5,3.9,"The elevation is taken from a cross section in the paper. Details on the elevation measurement were not given, so we use an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,,91.00,,,,Bleached using a fluorescent lamp,,automated TL-reader developed by Botter-Jensen ( 1988).,,IR radiation or green light,320\'C to 380°C,N/A,N/A,undefined,,,,,N/A,Gamma and cosmic dose was combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The age was corrected for the effects of shallow traps.

Uncorrected TL age: 69±10 ka",Evan Gowan,Evan Gowan,2021-09-23 08:21:39
601,1,TL,,"Kelly et al., 1999
 Mejdahl and Funder, 1994",KE99-013,KE99-013-001,R-891001,"Nordic Luminescence Laboratory, Aurlius University, Denmark",Feldspar,Coarse grains (sand),,Yes,,,,76.715142,-73.139315,Yes,Mean Sea Level / General definition,Cross-section from publication,4,1,4,1.3,"The elevation is taken from a cross section in the paper. Details on the elevation measurement were not given, so we use an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,,129.00,,,,Bleached using a fluorescent lamp,,automated TL-reader developed by Botter-Jensen ( 1988).,,IR radiation or green light,320\'C to 380°C,N/A,N/A,undefined,,,,,N/A,Gamma and cosmic dose was combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The age was corrected for the effects of shallow traps.

Uncorrected TL age: 96±10 ka",Evan Gowan,Evan Gowan,2021-09-23 08:29:33
247,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-001,KI03-001-001,OR21,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
248,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-002,KI03-002-001,OR22,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
249,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-003,KI03-003-001,OR23,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,51,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
250,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-004,KI03-004-001,OR24,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,51,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
251,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-005,KI03-005-001,OR2,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
252,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-006,KI03-006-001,KR-GP-1A,Korea Basic Science Institute,,,,Yes,,,,35.914729,129.484983,,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,Equal to,MIS 5a,"MIS 5a, reported age is <52+/-3ka",52.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,Jessica Creveling and Schmitty Thompson,2020-12-03 06:04:50
253,1,OSL,,"KINS, 2003
 Thompson and Creveling, 2021",KI03-006,KI03-006-002,KR-GP-1B,Korea Basic Science Institute,,,,Yes,,,,35.9147299,129.4849834,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",N/A,N/A,,,Elevation is not reported.,,N/A,MIS 5a,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
448,1,OSL,,"Kim et al., 2005a",KI05-001,KI05-001-01,Not Reported,Korea Basic Science Institute,Quartz,,,Yes,,"36° 06' 33.3"" N","129° 24' 58.0"" E",36.109250,129.416111,No,National Geodetic Datum (Korea),Total station or Auto/hand level,32.00,0.2,32.00,0.2,"Locations based on hand-held GPS (Garmin, eTrex Vista).  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.

",123.00,9.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-17 15:23:45
451,1,OSL,,"Kim et al., 2005b",KI05B-001,KI05B-001-01,Not Reported,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 00' 54.82"" N","129° 28' 57.23"" E",36.015228,129.482564,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.0,0.2,23.0,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.
",119.00,8.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:27:25
452,1,OSL,,"Kim et al., 2005b",KI05B-002,KI05B-002-01,Not Reported,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 00' 54.82"" N","129° 28' 57.23"" E",36.015228,129.482564,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.0,0.2,23.5,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.
",111.00,5.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:28:07
453,1,OSL,,"Kim et al., 2005b",KI05B-003,KI05B-003-01,Not Reported,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 00' 54.82"" N","129° 28' 57.23"" E",36.015228,129.482564,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.0,0.2,24.0,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.

",Equal to,MIS 5e,"Age was determined by considering the age range reported in the original publication.

",116.00,7.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:28:16
454,1,OSL,,"Kim et al., 2005b",KI05B-004,KI05B-004-01,Not Reported,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 00' 54.82"" N","129° 28' 57.23"" E",36.015228,129.482564,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.0,0.2,24.5,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.

",Equal to,MIS5e/5c,"Age was determined by considering the age range reported in the original publication.

",107.00,8.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 15:56:14
442,1,OSL,,"Kim et al., 2007b",KI07-001,KI07-001-01,0411UL-4,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"37° 03' 42.7"" N","129° 24' 55.1"" E",37.061861,129.415306,No,National Geodetic Datum (Korea),Total station or Auto/hand level,30.0,0.2,30.0,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",119.00,15.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,"blue light LED stimulation (470 nm)

","7.5 mm thick Hoya U‐340 filter



",N/A,N/A,undefined,242,30,,,3.6,,,,,,,,,,,,,,,,,,,16.6,,16.600,,,,2.03,0.06,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:21:22
443,1,OSL,,"Kim et al., 2007b",KI07-002,KI07-002-01,0411UL-5,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"37° 03' 42.7"" N","129° 24' 55.1"" E",37.061861,129.415306,No,National Geodetic Datum (Korea),Total station or Auto/hand level,34,0.2,34,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",111.00,9.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,258,19,,,1.5,,,,,,,,,,,,,,,,,,,10.6,,10.600,,,,2.33,0.07,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:21:09
456,1,OSL,,"Kim et al., 2007a",KI07A-001,KI07A-001-01,O-WS3-3,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"35° 40' 57.812"" N","129° 28' 06.938"" E",35.682726,129.468594,No,National Geodetic Datum (Korea),Total station or Auto/hand level,36.0,0.2,36,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum. Location coordinate in their paper of Kim et al. (2007a) (35° 40' 48.6"" N 129° 28' 19.0"" E, 35.6802 129.4719) is located on a wrong area of seawater, so the location coordinate is adopted from Lee and Park (2019).

",Equal to,MIS 5e,"Age was determined by considering the age range reported in the original publication.



",116.00,6.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,244,12,,,3,,,,,,,,,,,,,,,,,,,31,,31.000,,,,2.1,0.05,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 16:56:26
457,1,OSL,,"Kim et al., 2007a",KI07A-002,KI07A-002-01,O-WS3-4,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"35° 40' 57.812"" N","129° 28' 06.938"" E",35.682726,129.468594,No,National Geodetic Datum (Korea),Total station or Auto/hand level,36.0,0.2,36,0.2,"Locations based on hand-held GPS.  Then used an electro-optical distance measuring system to determine the elevation at that point from the local vertical datum. Location coordinate in their paper of Kim et al. (2007a) (35° 40' 48.6"" N 129° 28' 19.0"" E, 35.6802 129.4719) is located on a wrong area of seawater, so the location coordinate is adopted from Lee and Park (2019).

",Equal to,MIS 5e,"Age was determined by considering the age range reported in the original publication.



",126.00,10.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,264,19,,,3,,,,,,,,,,,,,,,,,,,31,,31.000,,,,2.1,0.05,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 16:58:51
491,1,OSL,,"Kim et al., 2019",KI19-001,KI19-001,HMB-102-27-1,Korea Institute of Geosciences and Mineral Resources,Quartz,Fine grains (Silt),,Yes,,"34° 7' 57.28"" N","125° 40' 56.32"" E",34.132578,125.682311,No,National Geodetic Datum (Korea),Differential GPS,-84.3,0.08,-84,0.08,"Submarine Drilling using DGPS (Sercell NR 1031, France) and ATLAS Echosounder
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.

",125.10,9.90,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ","bialkali PM tube (EMI 9635QB ) 

",blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,425.77,21.3,,,27.3,,,,,,,,,,,0.31,0.15,1.05,0.06,2.03,0.12,0.02,0,25,,25.000,5.000,,,3.4,0.21,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 20:52:46
256,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-001,KM05-001-001,Kim unnamed sample 1,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
257,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-002,KM05-002-001,Kim unnamed sample 2,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,99,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
258,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-003,KM05-003-001,Kim unnamed sample 3,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,199,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
259,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-004,KM05-004-001,Kim unnamed sample 4,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,111,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
260,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-005,KM05-005-001,Kim unnamed sample 5,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,116,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
261,1,OSL,,"Kim et al., 2005
 Thompson and Creveling, 2021",KM05-006,KM05-006-001,Kim unnamed sample 6,Not reported,,,,Yes,,,,36.0554812,129.5444388,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",23-24 ,N/A,,,Elevation is not reported.,,N/A,MIS 5e/5c,107,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
557,1,OSL,,"Korsakova, 2009
 Korsakova, 2019
 Korsakova, 2021",KO09-001,KO09-001-001,RLQG 1720–056,"Research Laboratory for Quaternary Geochronology (RLQG), Department of Geology, Tallinn University of Technology",Feldspar,,,Yes,,,,68.016000,39.874000,No,Mean Sea Level / General definition,Not reported,9.1,0.1,9.1,1.8,"The method of determining elevation was not stated, so 20% of the reported elevation is taken as the uncertainty.",Equal to,MIS 6,Sample was from glaciofluvial sands underlying the marine unit and was interpreted as being from late MIS 6.,109.90,10.90,,MAAD protocol,"After ionising irradiation, the samples are stored for about 1 month at room temperature to allow the decay of post-irradiational phosphorescence",,,,,,"up to 66 aliquots, 15 mg per aliquot, 11 dose",N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-08-25 07:02:39
556,1,OSL,,"Korsakova et al., 2016",KO16-001,KO16-001-001,N/A,"Research Laboratory for Quaternary Geochronology (RLQG), Institute of Geology, Tallinn University of Technology",Feldspar,,,Yes,,,,67.078000,41.131000,No,Mean Sea Level / General definition,Cross-section from publication,11.3,N/A,11.3,2.2,The elevation is taken from a stratigraphic section sketch in the paper. An uncertainty of 20% of the elevation is used.,Equal to,MIS 5,"Based on the stratigraphic position, an age of late MIS 5 is likely, probably MIS 5a.",71.90,8.20,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-08-20 09:15:32
204,1,OSL,,"Erginal et al. 2017
 Mauz and Elmejdoub, 2021",L22-L23,L22-L23,L2.2-L2.3,"Dept Physics, Istambul",Quartz,Coarse grains (sand),,Yes,,,,41.000000,29.000000,,N/A,"dGPS, hand level and tape",0.8,N/A,N/A,N/A,from photo showing the outcrop at low tide.,Equal to,MIS 5e,,127.00,9.00,,SAR,,,Risoe,blue sensitive PM,blue LEDs,Hoya U-340,N/A,8,1-sigma,60.1,1.8,,,0.2,,undefined,0.5,,1.0,,0.07,,,,,,,,,,,,,,,,,,0.47,0.03,,,,,,Barbara Mauz,,2020-08-31 13:27:41
435,1,OSL,,"Lee et al., 2015",LE15-001,LE15-001-01,ANIN-101,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"37° 44' 24.510"" N","128° 58' 17.897"" E",37.740141,128.971638,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.1,0.2,23.1,0.2,"Locations based on hand-held GPS.  Then used a Trimble total station survey to determine the elevation at that point. Location coordinate was referred by Lee and Park (2019).
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",117.00,6.00,,"single-aliquot regenerative (SAR) dose
",Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) 
","PM Tube
","blue light LED stimulation (470 nm)
","7.5 mm thick Hoya U‐340 filter
",N/A,N/A,undefined,294,13,,,1.7,,,,,,,,,,,,,,,,,,,24.1,,24.100,,,,2.51,0.13,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-17 15:21:37
436,1,OSL,,"Lee et al., 2015",LE15-002,LE15-002-01,ANIN-102,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"37° 44' 24.510"" N","128° 58' 17.897"" E",37.740141,128.971638,No,National Geodetic Datum (Korea),Total station or Auto/hand level,23.1,0.2,23.1,0.2,"Locations based on hand-held GPS.  Then used a Trimble total station survey to determine the elevation at that point. Location coordinate was referred by Lee and Park (2019).
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",129.00,8.00,,"single-aliquot regenerative (SAR) dose
",Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) 
","PM Tube
","blue light LED stimulation (470 nm)
","7.5 mm thick Hoya U‐340 filter
",N/A,N/A,undefined,323,17,,,1.7,,,,,,,,,,,,,,,,,,,24.5,,24.500,,,,2.5,0.12,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-17 15:21:55
446,1,OSL,,"Lee and Park, 2019a
 Lee and Park, 2020",LE19-001,LE19-001-01,PH2,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 13' 09.9"" N","129° 22' 48.3"" E",36.219417,129.380083,No,National Geodetic Datum (Korea),dGPS w/map,22,0.2,22,0.2,"Locations based on hand-held DGPS (Sokkia GRX-1). Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",116.00,8.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:25:25
447,1,OSL,,"Lee and Park, 2019a
 Lee and Park, 2020",LE19-002,LE19-002-01,PH4,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"36° 09' 31.0"" N","129° 23' 48.7"" E",36.158611,129.396861,No,National Geodetic Datum (Korea),dGPS w/map,25.23,0.2,25.23,0.2,"Locations based on hand-held DGPS (Sokkia GRX-1). Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",137.00,9.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 21:25:51
464,1,OSL,,"Lee and Park, 2018
 Lee and Park, 2019b",LE19-003,LE19-003-01,WD1,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"34° 19' 40.8"" N","126° 49' 33.0"" E",34.328000,126.825833,No,National Geodetic Datum (Korea),dGPS w/map,6.1,0.2,6.1,0.2,"Locations based on hand-held DGPS (Sokkia GRX-1). Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",108.00,18.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 17:49:26
