WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
10,1,Molluscs,,"Radtke, 1989
 Schellmann and Radtke, 1997",RD89-001,RD89-001-001,D-690-a,,,Yes,,,,-23.759000,-70.459000,,N/A,"dGPS, hand level and tape",5.00,1.00,5,1,,Equal to,MIS 5,MIS 5,106.00,16.00,Carbonate,100-200,200,multiple aliquot additive dose (MAAD)	,BRUKER 200 tt,Room temperature,"9.5 Ghz frequency, 340 mT magnetic field",N/A,N/A,N/A,N/A,g = 2.0006,N/A,N/A,FIT-SM,N/A,N/A,48.9,,,"fission track, AAS, gamma spectrometry",N/A,0.50,,0.50,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,"0.1 (Radtke et al., 1985)",,,-,0.46,,,Melanie Bartz,WALIS Admin,2020-02-02 13:17:26
94,1,Molluscs,,"Rostami et al., 2000
 Gowan et al., 2021",RO00-001,RO00-001-001,5691,Heidelberg Academy of Sciences,,Yes,,,,-42.312873,-63.694300,Yes,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.5,"The elevation is based on the top of the terrace, which was stated to be 17.5 +-0.5 m in Table 1, though the diagram describes it as ""about 18 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.5 m).",Equal to,MIS 5,"Age determined using the early update model, as per Schellmann and Radtke (1999)",132.00,14.00,,,,Additive dose method,Bruker EMS 104 spectrometer,,irradiation from 60Co source,,,,,Intensity is plotted against applied dose; gamma = 0.65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water content was assumed to be negligible,,,,,0.05,,,,,,"Species: Mytilus Sp.

Roughly 0.2 mm of the shell was removed prior to analysis.",Evan Gowan,,2020-03-10 02:11:46
95,1,Molluscs,,"Rostami et al., 2000
 Gowan et al., 2021",RO00-002,RO00-002-001,6590,Heidelberg Academy of Sciences,,Yes,,,,-44.890449,-65.670473,Yes,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 16 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",Equal to,MIS 5,"Age determined using the early update model, as per Schellmann and Radtke (1999)",110.00,8.00,,,,Additive dose method,Bruker EMS 104 spectrometer,,irradiation from 60Co source,,,,,Intensity is plotted against applied dose; gamma = 0.65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water content was assumed to be negligible,,,,,0.05,,,,,,"Species: Mercenaria sp.

Roughly 0.2 mm of the shell was removed prior to analysis.",Evan Gowan,,2020-03-10 03:11:08
96,1,Molluscs,,"Rostami et al., 2000
 Gowan et al., 2021",RO00-003,RO00-003-001,6625,Heidelberg Academy of Sciences,,Yes,,,,-44.890449,-65.670473,Yes,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 16 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",Equal to,MIS 5,"Age determined using the early update model, as per Schellmann and Radtke (1999)",114.00,9.00,,,,Additive dose method,Bruker EMS 104 spectrometer,,irradiation from 60Co source,,,,,Intensity is plotted against applied dose; gamma = 0.65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water content was assumed to be negligible,,,,,0.05,,,,,,"Species: Mercenaria sp.

Roughly 0.2 mm of the shell was removed prior to analysis.",Evan Gowan,,2020-03-10 03:12:27
97,1,Molluscs,,"Rostami et al., 2000
 Gowan et al., 2021",RO00-004,RO00-004-001,6265,Heidelberg Academy of Sciences,,Yes,,,,-46.519334,-67.460706,Yes,Mean Sea Level / General definition,Barometric altimeter,15,0.5,15,3.7,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was collected from a gravel pit which was 2-3  m deep, so we have subtracted 1.5 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, half the gravel pit depth (1.5 m), plus 20% of the elevation on the top of the terrace (3.3 m).",Equal to,MIS 5,"Age determined using the early update model, as per Schellmann and Radtke (1999)",132.00,14.00,,,,Additive dose method,Bruker EMS 104 spectrometer,,irradiation from 60Co source,,,,,Intensity is plotted against applied dose; gamma = 0.65,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water content was assumed to be negligible,,,,,0.05,,,,,,"Species: unknown

Roughly 0.2 mm of the shell was removed prior to analysis.",Evan Gowan,,2020-03-10 04:20:16
98,1,Molluscs,,"Rostami et al., 2000
 Gowan et al., 2021",RO00-005,RO00-005-001,6140,Heidelberg Academy of Sciences,,Yes,,,,-49.315728,-67.776302,Yes,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from about 1.2 m depth. We have subtracted 1 m from the terrace elevation. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",Equal to,MIS 5,"Age determined using the early update model, as per Schellmann and Radtke (1999)",99.00,9.00,,,,Additive dose method,Bruker EMS 104 spectrometer,,irradiation from 60Co source,,,,,Intensity is plotted against applied dose; gamma = 0.65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water content was assumed to be negligible,,,,,0.05,,,,,,"Species: Mytilus sp.

Roughly 0.2 mm of the shell was removed prior to analysis.",Evan Gowan,,2020-03-10 07:38:13
100,1,Molluscs,,"Santoro et al., 2009
 Cerrone et al., 2021",SA09-001,SA09-001-001,K-5355,"Geographisches Institut, Universitat zu Köln, in Germany.",,Yes,,N39°36’39.66’’,E16°26’44.65’’,39.611016,16.445736,No,Mean Sea Level / General definition,Not reported,125,N/A,N/A,N/A,,Equal to,MIS 5e,,135.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardium sp.,Ciro Cerrone,Ciro Cerrone,2020-04-19 06:13:27
101,1,Molluscs,,"Santoro et al., 2009
 Cerrone et al., 2021",SA09-002,SA09-002-001,K-5313a,"Geographisches Institut, Universitat zu Köln, in Germany.",,No,Resedimented,N39°55’13.0’’,E16°35’08.7’’,39.920277,16.585749,No,Mean Sea Level / General definition,Not reported,23,N/A,N/A,N/A,,Equal to,MIS 5c,,98.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardium sp.,Ciro Cerrone,Ciro Cerrone,2020-04-19 06:16:51
146,1,Molluscs,,"Schellmann et al, 2001
 Zomeni, 2021",SC01-001,SC01-001-001,17-98,K 2841,,Yes,,,,34.903000,32.319000,Yes,Mean Sea Level / General definition,Cross-section from publication,15.5,0,15.5,0,,Equal to,MIS 5e,,128.00,9.00,aragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomenia Zomeni,,2021-01-04 11:46:00
150,1,Molluscs,,"Schellmann et al, 2001
 Zomeni, 2021",SC01-002,SC01-002-001,20-99,K 2846,,Yes,,,,34.856000,32.364000,Yes,Mean Sea Level / General definition,Cross-section from publication,11,0,11,0,,Equal to,MIS 5e,,125.00,6.00,aragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomenia Zomeni,Zomenia Zomeni,2021-01-07 10:18:32
147,1,Molluscs,,"Schellmann et al, 2001
 Zomeni, 2021",SC01-003,SC01-003-001,29-99,K 2852,,Yes,,,,34.951000,32.306000,Yes,Mean Sea Level / General definition,Topographic map and digital elevation models,7,0,7,0,,Equal to,MIS 5e,,146.00,14.00,aragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomenia Zomeni,Zomenia Zomeni,2021-01-04 11:54:01
148,1,Molluscs,,"Schellmann et al, 2001
 Schellmann et al, 2008
 Zomeni, 2021",SC01-004,SC01-004-001,ZYP 2-97,K 2810,,Yes,,,,34.975000,34.076000,Yes,Mean Sea Level / General definition,Cross-section from publication,9.5,0,9.5,0,,Equal to,MIS 5e,,139.00,10.00,aragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomenia Zomeni,Zomenia Zomeni,2021-01-04 11:57:48
149,1,Molluscs,,"Schellmann et al, 2001
 Schellmann et al, 2008
 Zomeni, 2021",SC01-005,SC01-005-001,ZYP 1-98/1,K 2827,,Yes,,,,34.964000,34.082000,Yes,Mean Sea Level / General definition,Cross-section from publication,3,0,3,0,,Equal to,MIS 5e,,130.00,14.00,aragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomenia Zomeni,Zomenia Zomeni,2021-01-04 12:00:09
106,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-001,SC04-001-001,K4003,,,Yes,,,,12.277474,-69.051679,Yes,High Tide Level,Not reported,10,N/A,N/A,N/A,,Equal to,MIS 5,,124.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-06 18:04:41
107,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-002,SC04-002-001,K4006,,,Yes,,,,12.387517,-69.144038,Yes,High Tide Level,Not reported,9,N/A,N/A,N/A,,Equal to,MIS 5,,116.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-08 16:13:59
108,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-003,SC04-003-001,K4007,,,Yes,,,,12.387517,-69.144038,Yes,High Tide Level,Not reported,7,N/A,N/A,N/A,,Equal to,MIS 5,,124.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-08 16:14:46
109,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-004,SC04-004-001,K4009a,,,Yes,,,,12.387517,-69.144038,Yes,High Tide Level,Not reported,10,N/A,N/A,N/A,,Equal to,MIS 5,,140.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-08 16:15:17
110,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-005,SC04-005-001,K4009b,,,Yes,,,,12.387517,-69.144038,Yes,High Tide Level,Not reported,10,N/A,N/A,N/A,,Equal to,MIS 5,,108.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-08 16:15:36
111,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-005,SC04-005-002,K4009b1,,,Yes,,,,12.387517,-69.144038,Yes,High Tide Level,Not reported,10,N/A,N/A,N/A,,Equal to,MIS 5,,101.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-08 16:15:57
113,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-006,SC04-006-001,K4010,,,Yes,,,,12.052154,-68.747586,Yes,High Tide Level,Not reported,2.5,1.5,N/A,N/A,Elevation range from 2.5 to 4 m.a.s.l.,Equal to,MIS 5,,112.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,,2020-05-07 17:05:21
114,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-007,SC04-007-001,K4011,,,Yes,,,,12.052154,-68.747586,Yes,High Tide Level,Not reported,2.5,1.5,N/A,N/A,Elevation range from 2.5 to 4 m.a.s.l.,Equal to,MIS 5,,111.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,,2020-05-07 17:06:14
115,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-008,SC04-008-001,K4019,,,Yes,,,,12.373829,-69.125355,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 8 to 10 m.a.s.l.,Equal to,MIS 5,,123.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:41:32
116,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-009,SC04-009-001,K4020,,,Yes,,,,12.373829,-69.125355,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 8to 10 m.a.s.l.,Equal to,MIS 5,,125.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:41:17
117,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-010,SC04-010-001,K4021,,,Yes,,,,12.373829,-69.125355,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 8 to 10 m.a.s.l.,Equal to,MIS 5,,118.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:40:57
118,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-011,SC04-011-001,K4024,,,Yes,,,,12.385825,-69.141518,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 9 to 10 m.a.s.l.,Equal to,MIS 5,,120.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:43:08
119,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-012,SC04-012-001,K4025,,,Yes,,,,12.385825,-69.141518,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 9 to 10 m.a.s.l.,Equal to,MIS 5,,116.00,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:42:51
120,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-013,SC04-013-001,K4026,,,Yes,,,,12.385825,-69.141518,Yes,High Tide Level,Not reported,9,1,N/A,N/A,Elevation range from 9 to 10 m.a.s.l.,Equal to,MIS 5,,113.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:43:56
121,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-014,SC04-014-001,K4029,,,Yes,,,,12.262312,-69.042612,Yes,High Tide Level,Not reported,6,1,N/A,N/A,Elevation range from 6 to 7 m.a.s.l.,Equal to,MIS 5,,117.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:45:31
122,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-016,SC04-016-001,K4031,,,Yes,,,,12.262312,-69.042612,Yes,High Tide Level,Not reported,6,1,N/A,N/A,Elevation range from 6 to 7 m.a.s.l.,Equal to,MIS 5,,118.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:49:24
123,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-017,SC04-017-001,K4032,,,Yes,,,,12.262312,-69.042612,Yes,High Tide Level,Not reported,6,1,N/A,N/A,Elevation range from 6 to 7 m.a.s.l.,Equal to,MIS 5,,103.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:50:07
124,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-018,SC04-018-001,K4036,,,Yes,,,,12.157296,-68.829802,Yes,High Tide Level,Not reported,5,1,N/A,N/A,Elevation range from 5 to 6  m.a.s.l.,Equal to,MIS 5,,112.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-11-20 16:24:38
125,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-019,SC04-019-001,K4037,,,Yes,,,,12.157296,-68.829802,Yes,High Tide Level,Not reported,5,1,N/A,N/A,Elevation range from 5 to 6  m.a.s.l.,Equal to,MIS 5,,120.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-11-20 16:26:01
126,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-020,SC04-020-001,K4040,,,Yes,,,,12.155712,-68.826980,Yes,High Tide Level,Not reported,5,1,N/A,N/A,Elevation range from 5 to 6  m.a.s.l.,Equal to,MIS 5,,120.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:54:14
127,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-021,SC04-021-001,K4042,,,Yes,,,,12.155712,-68.826980,Yes,High Tide Level,Not reported,5,1,N/A,N/A,Elevation range from 5 to 6  m.a.s.l.,Equal to,MIS 5,,117.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:55:10
128,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-022,SC04-022-001,K4043,,,Yes,,,,12.155712,-68.826980,Yes,High Tide Level,Not reported,5,1,N/A,N/A,Elevation range from 5 to 6  m.a.s.l.,Equal to,MIS 5,,116.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:56:19
129,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-023,SC04-023-001,K4049,,,Yes,,,,12.378402,-69.132382,Yes,High Tide Level,Not reported,7,1,N/A,N/A,Elevation range from 7 to 8  m.a.s.l.,Equal to,MIS 5,,118.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,Karla Zurisadai Rubio Sandoval ,2020-05-07 17:57:53
145,1,Corals,,"Schellmann et al., 2004a
 Rubio-Sandoval et al., 2021",SC04-024,SC04024-001,K4030,,,Yes,,,,12.378402,-69.132382,Yes,Mean Sea Level / General definition,Not reported,10,2,10,2,,Equal to,MIS 5e,,124.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karla Zurisadai Rubio Sandoval ,WALIS Admin,2020-12-07 10:49:04
34,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-001,SC89-001-001,D-2439A,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.137133,-66.579214,Yes,Mean Sea Level / General definition,Barometric altimeter,9.4,0,9.4,1.9,"Elevation of sample is about 0.6 m below the top of the outcrop, which is 10 m above mean sea level. The uncertainty is 20% of the reported elevation.",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",114.00,12.00,,100-200,,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,283.000,,0.6,"U/Th content determined using neutron activation analysis

K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.8000,,10.0000,,2.5000,,,,,,1.2000,,,,,,,,0.2580,,,,1.4560,,0.7770,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 1.31/1.24

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-04 02:25:51
35,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-002,SC89-002-001,D-2439B,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.137133,-66.579214,Yes,Mean Sea Level / General definition,Barometric altimeter,9.4,0,9.4,1.9,"Elevation of sample is about 0.6 m below the top of the outcrop, which is 10 m above mean sea level. The uncertainty is 20% of the reported elevation.",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",133.00,13.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,292.000,,0.6,"U/Th content determined using neutron activation analysis

K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.8000,,10.0000,,2.5000,,,,,,0.8000,,,,,,,,0.1910,,,,1.4560,,0.5380,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 1.94/1.83

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:25:16
36,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-003,SC89-003-001,D-2439C,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.137133,-66.579214,Yes,Mean Sea Level / General definition,Barometric altimeter,9.4,0,9.4,1.9,"Elevation of sample is about 0.6 m below the top of the outcrop, which is 10 m above mean sea level. The uncertainty is 20% of the reported elevation.",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",119.00,30.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,258.000,,0.6,"U/Th content determined using neutron activation analysis

K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.8000,,10.0000,,2.5000,,,,,,1.1000,,,,,,,,0.2540,,,,1.4560,,0.4610,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 2.02/1.69

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-04 02:24:39
