WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Type of spectrometry,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Screening,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Terrace ID,Facies description,Reported as in situ?,Reported as in growth position?,Taxa information (as reported),Family,Genus,Species,Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Age is Older/Equal/Younger than,Marine Isotopic Stage,Age determination,Record created by,Record updated by,Last Update
774,1,Mollusk or algae,,Mass spectrometer,"Pappalardo et al., 2015
 Gowan et al., 2021",,PA15-004,PA15-004-001,WP 70B,,Yes,,,-44.683133,-65.678867,,,No,,High Tide Level,Barometric altimeter,5,1,7.5,1.5,"The coordinates were originally referenced to high tide level. The difference between mean and high tide at Camarones is 2.5 m, according to the Servicio de Hidrografía Naval, so we add this amount to get the elevation. The elevation was measured using an altimeter associated with a GPS (Garmin 60CSx). The uncertainty we use is 20% of the reported elevation combined with the tidal correction to mean sea level (1.5 m).",,"A marine deposit with sand and sorted gravels and abundant shells, overlying sandstone.",Uncertain,Uncertain,,,,Protothaca antiqua,No,No,MC-ICP-MS,No Info,"234U: 2.835x10^-6

230Th: 9.195x10^-6",SE,SE,229Th/ 230 Th spike ~ 1582 and 233 U/ 234 U spike ~ 271.3,,,,,,,,,,,,,,,,,,,Harwell Uraninite,,,,0.99883,0.00025,,,,,,Equal to,MIS 5,127+-1.2 ka,Evan Gowan,Evan Gowan,2020-03-17 00:23:00
775,1,Mollusk or algae,,Mass spectrometer,"Pappalardo et al., 2015
 Gowan et al., 2021",,PA15-005,PA15-005-001,WP 92A(3),,Yes,,,-44.806383,-65.733917,,,No,,High Tide Level,Barometric altimeter,8,1,10.5,2.1,"The coordinates were originally referenced to high tide level. The difference between mean and high tide at Camarones is 2.5 m, according to the Servicio de Hidrografía Naval, so we add this amount to get the elevation. The elevation was measured using an altimeter associated with a GPS (Garmin 60CSx). The uncertainty we use is 20% of the reported elevation combined with the tidal correction to mean sea level (2.1 m).",,Two distinct sorted coarse sand and gravel units with abundant marine fossils. Between the layers is a salitral deposit (seasonal ponds with fluctuating salinity in river beds). The paired shell that was dated was taken from the upper unit.,Not Reported,Not Stated,,,,Protothaca antiqua,No,No,MC-ICP-MS,No Info,"234U: 2.835x10^-6



230Th: 9.195x10^-6",SE,SE,229Th/ 230 Th spike ~ 1582 and 233 U/ 234 U spike ~ 271.3,,,,,,,,,,,,,,,,,,,Harwell Uraninite,,,,0.99883,0.00025,,,,,,Equal to,MIS 5,92+-0.6 ka,Evan Gowan,Evan Gowan,2020-03-17 03:35:10
2010,1,Mollusk or algae,,Mass spectrometer,"Pedoja et al., 2006b
 Pedoja et al., 2009
 Freisleben et al., 2021",,PE06-005,PE06-005-001,Manta-6,,N/A,,,-0.928225,-80.657917,,,,,Not reported,Not reported,43,2,,,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,0.834,0.0054,,,,,,,,,,,,Equal to,MIS 5e,85.060 +/- 1.2115 ka,Roland Freisleben,,2020-09-23 15:49:05
2011,1,Mollusk or algae,,Mass spectrometer,"Pedoja et al., 2006b
 Pedoja et al., 2009
 Freisleben et al., 2021",,PE06-006,PE06-006-001,Costa4,,N/A,,,-1.259681,-81.074636,,,,,Not reported,Not reported,47,2,,,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,0.6565,0.0073,,,,,,,,,,,,Equal to,MIS 5e,104.146 +/- 1.856,Roland Freisleben,,2020-09-23 16:04:15
2012,1,Mollusk or algae,,Mass spectrometer,"Pedoja et al., 2006b
 Pedoja et al., 2009
 Freisleben et al., 2021",,PE06-007,PE06-007-001,Costa-1,,N/A,,,-2.213752,-80.878886,,,,,Not reported,Not reported,18,N/A,,,,,,,,,,,Conus aff fergusoni,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,0.74530,0.01120,,,,,,,,,,,,Equal to,MIS 5e,,Roland Freisleben,,2020-09-23 16:24:53
2013,1,Mollusk or algae,,Mass spectrometer,"Pedoja et al., 2006b
 Pedoja et al., 2009
 Freisleben et al., 2021",,PE06-008,PE06-008-001,ElMorro,,N/A,,,-2.604067,-80.401756,,,,,Not reported,Not reported,20,N/A,,,,,,,,,,,Anadara grandis,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,0.60790,0.00990,,,,,,,,,,,,Equal to,MIS 5e,,Roland Freisleben,,2020-09-23 16:29:06
2054,1,Mollusk or algae,"A dextral shell  of  Crassostrea  rhizophorae  weighing  20.14  g  was analyzed,",Alpha,de Porta et al. (2008),,PO08-001,PO08-001-001,GZ7,2008-01-01 00:00:00,No,"""Molluscs  are  unsuitable  samples  for  uranium-series  dating  methods  -as  was  pointed  out  by    Kaufmann  et  al.  (1971)- given that they absorb diagenetic thorium with the result that it is impossible to differentiate between the amount of 230Th derived  from  its  radioisotopic  father   234U    and  the  amount absorbed  from  other  sources.  Given  that  the  enrichment in 230Th provides older dates, the “true” age of this marsh deposit would be younger than the 50 kyr obtained by U/Th dating method"" No additional analysis of the coral.",,10.754074,-75.249799,,,Yes,Coordinates extracted from map using google earth,Mean Sea Level / General definition,Not reported,15,N/A,15,,,,Marsh  deposits with bivalves and gastropods.,Yes,Not Stated,,Ostreidae,Crassostrea ,Crassostrea rhizophorae ,,,Alpha detector,No Info,,SE,SE,,,,,,,,200,,,,,,1.54,,,,0.38,0.01,,,,,,,,,,,,Younger than,MIS 3,"Given  that  the  enrichment in 230Th provides older dates, the “true” age of this marsh deposit would be younger than the 50 kyr obtained by U/Th dating method.",Sebastian Garzon,,2020-10-14 14:34:32
2954,1,Mollusk or algae,,Mass spectrometer,"Poujol et al., 2014
 Cerrone et al., 2021",,PO14-003,PO14-003-001,S1,,Yes,,,35.281955,-3.706314,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,N/A,N/A,N/A,N/A,,Tr1,,,,,,Strombus bubonius,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.008,,0.876,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 7,,Ciro Cerrone,Ciro Cerrone,2021-01-12 08:59:44
2955,1,Mollusk or algae,,Mass spectrometer,"Poujol et al., 2014
 Cerrone et al., 2021",,PO14-004,PO14-004-001,S2,,Yes,,,35.281955,-3.706314,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,N/A,N/A,N/A,N/A,,Tr1,,,,,,Strombus bubonius,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.011,,0.864,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 7,,Ciro Cerrone,Ciro Cerrone,2021-01-12 08:59:31
795,1,Mollusk or algae,algal travertine,Alpha,"Provansal et al., 1995_C.R. Acad. Se, Paris
 Cerrone et al., 2021",,PR95-001,PR95-001-001,11A,,Yes,,,43.520000,5.100000,,,Yes,,NGF,Metered tape or rod,3,0.25,N/A,N/A,,,Algal travertines,Yes,,,,,,,,TIMS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,,Matteo Vacchi,WALIS Admin,2021-01-12 13:01:03
1682,1,Mollusk or algae,Oyster shell (transported),Alpha,"Ramsay and Cooper, 2002
 Cooper and Green, 2020",,RA02-001,RA02-001-001,PTA-U568,,Yes,,,-31.987624,29.152102,,,Yes,,Not reported,Not reported,4.5,1,N/A,N/A,,,,No,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Oyster shell deposited on top of 4.5 m terrace in cave. Regarded as near contemporaneous to cave formation but could post-date when sea-level was close enough to this level to permit wave transport into the cave,Andrew Cooper,WALIS Admin,2020-12-16 11:05:22
1683,1,Mollusk or algae,Oyster on hardground/rock,Alpha,"Ramsay and Cooper, 2002
 Cooper and Green, 2020",,RA02-002,RA02-002-001,PTA-U565,,Yes,,,-27.878164,32.329900,,,Yes,,Not reported,Not reported,4,0.1,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U/Th = 95.7 +/- 4 ka,Andrew Cooper,Andrew Cooper,2020-12-16 11:05:48
3189,1,Mollusk or algae,Glycymeris sp.,Alpha,"Cerrone et al., 2021
 Radtke,  1986
 Radtke, 1983",,RA86-001,RA86-001-001,RTAR(1)-IN,,N/A,,,42.307700,11.647800,,,,, ,Not reported,N/A,N/A,,,,,,,,,,Glycymeris,,,,Not reported,No Info,,SE,SE,,,,,,,,68,12,0.35,0.01,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U-Series age= 115+/-14 ka,Alessio Rovere,Alessio Rovere,2021-06-23 11:19:23
3190,1,Mollusk or algae,Glycymeris sp.,Alpha,"Cerrone et al., 2021
 Radtke,  1986
 Radtke, 1983",,RA86-002,RA86-002-001,RTAR(1)-OUT,,N/A,,,42.307700,11.647800,,,Yes,, ,Not reported,N/A,N/A,,,,,,,,,,Glycymeris,,,,Not reported,No Info,,SE,SE,,,,,,,,327,38,1.13,0.02,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U-Series age= 100+18/-6 ka,Alessio Rovere,Alessio Rovere,2021-06-23 11:58:12
3191,1,Mollusk or algae,Glycymeris sp.,Alpha,"Cerrone et al., 2021
 Radtke,  1986
 Radtke, 1983",,RA86-003,RA86-003-001,Km17-1(k),,N/A,,,42.186280,11.743560,,,Yes,, ,Not reported,N/A,N/A,,,,,,,,,,Glycymeris,,,,Not reported,No Info,,SE,SE,,,,,,,,100,20,0.55,0.01,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U-Series age= 106+/-15 ka,Alessio Rovere,Alessio Rovere,2021-06-23 11:54:38
3194,1,Mollusk or algae,Glycymeris sp.,Alpha,"Cerrone et al., 2021
 Radtke,  1986
 Radtke, 1983",,RA86-004,RA86-004-001,CSV-P-1,,N/A,,,42.204930,11.794070,,,Yes,, ,Not reported,N/A,N/A,,,,,,,,,,Glycymeris,,,,Not reported,No Info,,SE,SE,,,,,,,,121,15,1.68,0.04,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U-Series age= 107+/-6 ka,Alessio Rovere,Alessio Rovere,2021-06-23 12:55:33
3195,1,Mollusk or algae,Glycymeris sp.,Alpha,"Cerrone et al., 2021
 Radtke,  1986
 Radtke, 1983",,RA86-005,RA86-005-001,CSV-P-2,,N/A,,,42.204930,11.794070,,,Yes,, ,Not reported,N/A,N/A,,,,,,,,,,Glycymeris,,,,Not reported,No Info,,SE,SE,,,,,,,,20,10,1.52,0.02,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U-Series age= 94+/-9 ka,Alessio Rovere,Alessio Rovere,2021-06-23 12:57:02
506,1,Mollusk or algae,,Mass spectrometer,"Radtke, 1989
 Gowan et al., 2021",,RA89-001,RA89-001-001,D-1202-a (KU 590),,Yes,,,-40.772377,-65.035744,,,Yes,,High Tide Level,Barometric altimeter,4,1,9,2.1,"Sample taken from a 0.5-1 m thick beach deposit that was between 3 and 5 m above high tide level. Mean sea level is about 5 m below this at the tide gauge at Puerto San Antonio, according to the Servicio de Hidrografia Navel. Uncertainty is the combination of half the layer thickness (0.5 m), half the reported uncertainty (1 m) and 20% of the elevation above high tide (1.8 m).",,"Exposure of 0.5 m of beach gravel overlying a marine platform and underlying a soil comprising sand and silt (perhaps a loess), and sand dunes.",Not Stated,Not Stated,,,,Macrocallista sp.,No,No,ICP-MS,No Info,"reported - 234U: 244000 years, 230Th: 75200 years",SE,SE,,,,no,no,no,no,98,98,0.734,0.044,,,,,,,0.765,0.121,,,,,,,,,,,,Equal to,MIS 5,"144.2 +62 -38 ka
corrected: 140.9 +59.6 -38.0 ka",Evan Gowan,Evan Gowan,2020-03-18 02:06:26
507,1,Mollusk or algae,,Mass spectrometer,"Radtke, 1989
 Gowan et al., 2021",,RA89-002,RA89-002-001,D-1202-b (KU 690),,Yes,,,-40.772377,-65.035744,,,Yes,,High Tide Level,Barometric altimeter,4,1,9,2.1,"Sample taken from a 0.5-1 m thick beach deposit that was between 3 and 5 m above high tide level. Mean sea level is about 5 m below this at the tide gauge at Puerto San Antonio, according to the Servicio de Hidrografia Navel. Uncertainty is the combination of half the layer thickness (0.5 m), half the reported uncertainty (1 m) and 20% of the elevation above high tide (1.8 m).",,"Exposure of 0.5 m of beach gravel overlying a marine platform and underlying a soil comprising sand and silt (perhaps a loess), and sand dunes.",Not Stated,Not Stated,,,,Macrocallista sp.,No,No,ICP-MS,No Info,"reported - 234U: 244000 years, 230Th: 75200 years",SE,SE,,,,no,no,no,no,575,599,0.563,0.027,,,,,,,0.056,0.344,,,,,,,,,,,,Equal to,MIS 5,"6.2 +48.7 -33.9 ka

corrected: 300 +45.6 -30.0 ka",Evan Gowan,Evan Gowan,2020-03-18 02:07:52
508,1,Mollusk or algae,,Mass spectrometer,"Radtke, 1989
 Gowan et al., 2021",,RA89-003,RA89-003-001,D-1202-c (KU 912),,Yes,,,-40.772377,-65.035744,,,Yes,,High Tide Level,Barometric altimeter,4,1,9,2.1,"Sample taken from a 0.5-1 m thick beach deposit that was between 3 and 5 m above high tide level. Mean sea level is about 5 m below this at the tide gauge at Puerto San Antonio, according to the Servicio de Hidrografia Navel. Uncertainty is the combination of half the layer thickness (0.5 m), half the reported uncertainty (1 m) and 20% of the elevation above high tide (1.8 m).",,"Exposure of 0.5 m of beach gravel overlying a marine platform and underlying a soil comprising sand and silt (perhaps a loess), and sand dunes.",Not Stated,Not Stated,,,,,No,No,ICP-MS,No Info,"reported - 234U: 244000 years, 230Th: 75200 years",SE,SE,,,,no,no,no,no,157,42,0.916,0.051,,,,,,,0.678,0.059,,,,,,,,,,,,Equal to,MIS 5,"116.8 +21.2 -17.2 ka



corrected: 112.0 +20.2 -16.7 ka",Evan Gowan,Evan Gowan,2020-03-18 02:07:30
509,1,Mollusk or algae,,,"Radtke, 1989
 Gowan et al., 2021",,RA89-004,RA89-004-001,D-1128-b (HD 1618),1988-01-01 00:00:00,Yes,,,-40.703000,-65.000000,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,10,2,10,2.8,Sample taken from gravel from beach ridges. Elevation taken from the description in Rutter et al 1990. Uncertainty is the combination of half reported elevation range and 20% of the elevation.,,Sample taken from gravel in beach ridges.,No,No,,,,Macrocallista boliv.,No,No,ICP-MS,No Info,"reported - 234U: 244000 years, 230Th: 75200 years",SE,SE,,,,no,no,no,no,20,7,0.811,0.022,,,,,,,0.89,0.04,,,,,,,,,,,,Older than,MIS 5,"164 +16 -19 ka 

Based on the age, this sample was regarded as being reworked from an older deposit.",Evan Gowan,Evan Gowan,2020-02-19 01:17:28
510,1,Mollusk or algae,,,"Radtke, 1989
 Gowan et al., 2021",,RA89-005,RA89-005-001,D-1203-a (HD 1784),1988-01-01 00:00:00,Yes,,,-40.703000,-65.000000,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,10,2,10,2.8,Sample taken from gravel from beach ridges. Elevation taken from the description in Rutter et al 1990. Uncertainty is the combination of half reported elevation range and 20% of the elevation.,,Sample taken from gravel in beach ridges.,No,No,,,,Voluta sp.,No,No,ICP-MS,No Info,"reported - 234U: 244000 years, 230Th: 75200 years",SE,SE,,,,no,no,no,no,2,2,0.65,0.03,,,,,,,0.64,0.04,,,,,,,,,,,,Equal to,MIS 5,105 +10 -10 ka ,Evan Gowan,Evan Gowan,2020-02-19 01:37:51
1681,1,Mollusk or algae,Elephant tusk in pothole on marine terrace,Alpha,"Ramsay et al. 1993
 Cooper and Green, 2020",,RA93-001,RA93-001-001,U415,,Yes,,,-29.984440,30.965450,,,Yes,,Not reported,Not reported,6,1,N/A,N/A,Tusk was in a pothole on a wave-cut surface in aeolianite.  It post-dates the formation of the surface,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age = 112+/- 23 ka,Andrew Cooper,Andrew Cooper,2020-12-16 11:07:49
790,1,Mollusk or algae,Beachrock,Mass spectrometer,"Ramsay, 1994
 Cooper and Green, 2020",,RA94-001,RA94-001-001,PTA-U-435,,Yes,,,-27.507770,32.697500,,,Yes,,Not reported,Cross-section from publication,-17,N/A,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"84,000 +/- 3000",Andrew Cooper,Andrew Cooper,2020-12-16 11:04:23
791,1,Mollusk or algae,Beachrock,Mass spectrometer,"Ramsay, 1994
 Cooper and Green, 2020",,RA94-002,RA94-002-001,PTA-U-487,,Yes,,,-27.507770,32.697400,,,Yes,,Not reported,Not reported,-44,2,N/A,N/A,,,Beachrock,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"117,000 +/- 7000",Andrew Cooper,WALIS Admin,2020-12-16 11:04:49
2391,1,Mollusk or algae,Type of spectrometry not reported.,Alpha,"Rockwell et al., 1992
 Thompson and Creveling, 2021",,RK92-003,RK92-003-001,COJO-1A,,No,,,34.468840,-120.358007,,,Yes,Coordinates were determined by locating site given on a publication map. ,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Cojo Terrace,,,,Mytilus,Mytilidae,Mytilus,,,No,Not reported,D1,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger than,MIS 5,"Age = 142+/-13
",Jessica Creveling and Schmitty Thompson,Jessica Creveling and Schmitty Thompson,2020-12-02 19:19:51
2392,1,Mollusk or algae,,Not Reported,"Rockwell et al., 1992
 Thompson and Creveling, 2021",,RK92-004,RK92-004-001,COJO-1Ba,,Yes,,,34.4688406,-120.3580074,,,Yes,Coordinates were determined by locating site given on a publication map. ,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Cojo Terrace,,,,Tellina,Tellinidae,Tellina,,No ,No,Not reported,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age = 82+/-4,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2393,1,Mollusk or algae,,Not Reported,"Rockwell et al., 1992
 Thompson and Creveling, 2021",,RK92-004,RK92-004-002,COJO-1Bb,,No,,,34.4688406,-120.3580074,,,Yes,Coordinates were determined by locating site given on a publication map. ,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Cojo Terrace,,,,Tellina,Tellinidae,Tellina,,No ,No,Not reported,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age = 178+/-21,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2394,1,Mollusk or algae,Type of Spectrometry was not reported.,Alpha,"Rockwell et al., 1992
 Thompson and Creveling, 2021",,RK92-005,RK92-005-001,COJO-2A,,Yes,,,34.468840,-120.358007,,,Yes,Coordinates were determined by locating site given on a publication map. ,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Cojo Terrace,,,,Mytilus,Mytilidae,Mytilus,,,No,Not reported,D1,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger than,MIS 5,Age = 96+/-8,Jessica Creveling and Schmitty Thompson,Jessica Creveling and Schmitty Thompson,2020-12-02 19:20:51
2395,1,Mollusk or algae,,Not Reported,"Rockwell et al., 1992
 Thompson and Creveling, 2021",,RK92-006,RK92-006-001,COJO-2B,,No,,,34.4688406,-120.3580074,,,Yes,Coordinates were determined by locating site given on a publication map. ,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Cojo Terrace,,,,Mixed specimens,,,,No ,No,Not reported,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age = 37+/-2,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
564,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-001,RO00-001-001,5689,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-42.334115,-63.671967,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 17 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in clayey silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.56,0.04,,,,,,,0.68,0.02,,,,,,,,,,,,Equal to,MIS 5,115 +- 5 ka,Evan Gowan,Evan Gowan,2020-03-10 02:37:32
565,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-002,RO00-002-001,5691,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-42.312873,-63.694300,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.5,"The elevation is based on the top of the terrace, which was stated to be 17.5 +-0.5 m in Table 1, though the diagram describes it as ""about 18 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.5 m).",,Shells were in clayey silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.23,0.05,,,,,,,0.71,0.03,,,,,,,,,,,,Equal to,MIS 5,126 +- 10 ka,Evan Gowan,Evan Gowan,2020-03-10 02:37:12
566,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-003,RO00-003-001,6589,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-44.890449,-65.670473,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 16 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mercenaria sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.42,0.03,,,,,,,0.69,0.02,,,,,,,,,,,,Equal to,MIS 5,117 +- 5 ka,Evan Gowan,Evan Gowan,2020-03-10 02:58:46
567,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-004,RO00-004-001,6590,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-44.890449,-65.670473,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 16 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mercenaria sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,0.97,0.02,,,12,,,,0.68,0.03,,,,,,,,,,,,Equal to,MIS 5,115 +- 9 ka,Evan Gowan,Evan Gowan,2020-03-10 02:59:41
568,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-005,RO00-005-001,6625,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-44.890449,-65.670473,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1, though the diagram describes it as ""about 16 m"". The sample was collected from a pit which was 1.2 m deep, so we have subtracted 1 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mercenaria sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.04,0.05,,,15,,,,0.67,0.05,,,,,,,,,,,,Equal to,MIS 5,112 +- 13 ka,Evan Gowan,Evan Gowan,2020-03-10 03:01:43
569,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-006,RO00-006-001,6117,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-46.519334,-67.460706,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15,0.5,15,3.7,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was collected from a gravel pit which was 2-3  m deep, so we have subtracted 1.5 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, half the gravel pit depth (1.5 m), plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.30,0.03,,,50,,,,0.69,0.02,,,,,,,,,,,,Equal to,MIS 5,"120 +- 6 ka

Another analysis was done on this sample with TIMS that gave an age of 114+-3 ka",Evan Gowan,Evan Gowan,2020-03-10 04:12:37
